,city,color,country,located_in,movie,movie_category,user,university
0,8.73302435874939,0.0647270679473877,0.02926325798034668,0.28627657890319824,3.3992722034454346,0.09177374839782715,338.09426641464233,6.366120100021362
1,9.25521183013916,0.06810998916625977,0.03187203407287598,0.2687373161315918,3.6050095558166504,0.07167935371398926,348.36758160591125,6.609517812728882
2,8.939623594284058,0.06669855117797852,0.030995845794677734,0.2667043209075928,3.4848239421844482,0.06661510467529297,345.78924226760864,6.520172119140625
3,8.922789096832275,0.06894755363464355,0.029683351516723633,0.2642979621887207,3.5569140911102295,0.0776970386505127,323.22039318084717,6.537974834442139
4,8.85713791847229,0.06439948081970215,0.02905726432800293,0.2653167247772217,3.461087703704834,0.0699467658996582,325.3030459880829,6.549404621124268
5,8.883495569229126,0.0659027099609375,0.03169894218444824,0.27651500701904297,3.512822151184082,0.09448742866516113,322.6557505130768,6.535064220428467
6,9.156797647476196,0.0677022933959961,0.031697988510131836,0.2698330879211426,3.4641005992889404,0.09226107597351074,323.7686755657196,6.521068572998047
7,8.785656452178955,0.0656590461730957,0.029978513717651367,0.26389336585998535,3.4992783069610596,0.08287954330444336,322.65306401252747,6.50386118888855
8,8.785802841186523,0.06578731536865234,0.030011415481567383,0.26728272438049316,3.5096256732940674,0.0824899673461914,323.4576017856598,6.5618205070495605
9,8.683321952819824,0.06911206245422363,0.029988527297973633,0.296952486038208,3.405726432800293,0.0814809799194336,317.4397258758545,6.323530673980713
