,,likes,matches
0,1000,0.19036102294921875,0.1699836254119873
0,5000,0.8234617710113525,0.8018069267272949
0,10000,1.4155683517456055,1.4999651908874512
0,50000,7.14296293258667,7.051453590393066
0,100000,14.350633144378662,14.760419368743896
0,150000,21.603132486343384,21.825615406036377
1,1000,0.1600046157836914,0.17981696128845215
1,5000,0.852391242980957,0.7526381015777588
1,10000,1.4004261493682861,1.5111942291259766
1,50000,7.252551078796387,7.072380781173706
1,100000,14.087599754333496,14.226190567016602
1,150000,20.990201473236084,21.536055088043213
2,1000,0.1816716194152832,0.16446805000305176
2,5000,0.7229418754577637,0.741795539855957
2,10000,1.527214527130127,1.5108318328857422
2,50000,7.138621807098389,7.230292320251465
2,100000,14.349297761917114,14.163840532302856
2,150000,21.52337074279785,21.201332807540894
3,1000,0.17766594886779785,0.16024136543273926
3,5000,0.760080099105835,0.7392902374267578
3,10000,1.466353416442871,1.4859282970428467
3,50000,7.109374046325684,7.105740308761597
3,100000,14.160084962844849,14.384240865707397
3,150000,21.51335906982422,21.3445885181427
4,1000,0.16927456855773926,0.1775188446044922
4,5000,0.7643029689788818,0.7198443412780762
4,10000,1.4170448780059814,1.4615190029144287
4,50000,7.2696757316589355,7.199244260787964
4,100000,14.20010232925415,14.249664306640625
4,150000,21.752239227294922,21.83765149116516
5,1000,0.1788005828857422,0.18109655380249023
5,5000,0.7318973541259766,0.7160663604736328
5,10000,1.4976918697357178,1.476048469543457
5,50000,7.177300453186035,7.181519031524658
5,100000,14.204139709472656,14.220093727111816
5,150000,21.615898370742798,21.567550659179688
6,1000,0.1509857177734375,0.16383075714111328
6,5000,0.6511938571929932,0.735037088394165
6,10000,1.451432704925537,1.5510063171386719
6,50000,7.184949159622192,7.027113676071167
6,100000,14.006131649017334,13.932283401489258
6,150000,21.382118225097656,21.030198097229004
7,1000,0.1802988052368164,0.149322509765625
7,5000,0.7971994876861572,0.7511236667633057
7,10000,1.4915990829467773,1.521704912185669
7,50000,7.100296974182129,6.992624998092651
7,100000,13.69981336593628,14.374345541000366
7,150000,20.84294104576111,21.176844835281372
8,1000,0.16486668586730957,0.18900537490844727
8,5000,0.7224316596984863,0.7821433544158936
8,10000,1.3970551490783691,1.3463451862335205
8,50000,7.001850843429565,6.916136026382446
8,100000,13.743835210800171,13.880789995193481
8,150000,20.95135498046875,21.145416975021362
9,1000,0.16308975219726562,0.17368197441101074
9,5000,0.6823287010192871,0.7289628982543945
9,10000,1.4990878105163574,1.49497652053833
9,50000,7.030850172042847,7.153987169265747
9,100000,14.30646800994873,13.871885299682617
9,150000,21.032899379730225,20.65984296798706
