Query_1,Query_2,Query_3,Query_4,Query_5,Query_6,Query_7,Query_8,Query_9,Query_10
0.05069923400878906,0.06554794311523438,0.3875901699066162,0.01308131217956543,0.0,0.04900312423706055,0.6259119510650635,0.8393950462341309,0.24753546714782715,1.9661448001861572
0.01551508903503418,0.039328575134277344,0.3714938163757324,0.008087396621704102,0.0,0.051419973373413086,0.5415456295013428,0.7516396045684814,0.23836660385131836,1.9199292659759521
0.0,0.07412171363830566,0.3737196922302246,0.0,0.0,0.06251740455627441,0.6176578998565674,0.7860329151153564,0.23662066459655762,1.998187780380249
0.003506183624267578,0.04903912544250488,0.3814730644226074,0.015956401824951172,0.0,0.05095958709716797,0.5859222412109375,0.8399803638458252,0.2391209602355957,1.935391902923584
0.0,0.05114340782165527,0.3878672122955322,0.005007266998291016,0.0,0.05868840217590332,0.5585052967071533,0.7776868343353271,0.2527501583099365,2.0127575397491455
0.014062166213989258,0.04867100715637207,0.3707592487335205,0.012007713317871094,0.0,0.04701972007751465,0.567572832107544,0.8484921455383301,0.23641061782836914,1.9433412551879883
0.0031075477600097656,0.04597735404968262,0.41127753257751465,0.008257389068603516,0.0,0.04665112495422363,0.7141730785369873,1.1385705471038818,0.2624342441558838,2.081490993499756
0.003240823745727539,0.06265139579772949,0.3727152347564697,0.01003408432006836,0.0,0.056609392166137695,0.5866773128509521,1.07283353805542,0.2880892753601074,2.3119914531707764
0.007506370544433594,0.06083345413208008,0.37451982498168945,0.003523111343383789,0.0,0.06467342376708984,0.6015660762786865,0.7968399524688721,0.24166250228881836,1.9543302059173584
0.0030519962310791016,0.06035208702087402,0.3584935665130615,0.020525693893432617,0.0,0.05861377716064453,0.6353244781494141,0.7846858501434326,0.250460147857666,2.0199620723724365
0.0,0.05472588539123535,0.36189842224121094,0.020626544952392578,0.0,0.0586695671081543,0.5865130424499512,0.7578630447387695,0.24718403816223145,1.9735684394836426
0.0,0.05257368087768555,0.3784961700439453,0.005070686340332031,0.0,0.06302475929260254,0.5737349987030029,0.7659194469451904,0.24700665473937988,2.0158851146698
0.0,0.015633106231689453,0.37329840660095215,0.010006427764892578,0.0,0.054259300231933594,0.5474562644958496,0.8501439094543457,0.24537205696105957,1.9259014129638672
0.0,0.06014227867126465,0.3785247802734375,0.0,0.0,0.0632483959197998,0.5407354831695557,0.7808804512023926,0.23284244537353516,1.9381523132324219
0.0,0.06749176979064941,0.38059306144714355,0.015631914138793945,0.0,0.04723787307739258,0.5978920459747314,0.7657501697540283,0.2520930767059326,2.0228986740112305
0.0,0.06769371032714844,0.3772602081298828,0.010303020477294922,0.0,0.04241633415222168,0.5740563869476318,0.7808108329772949,0.24888944625854492,1.916118860244751
0.0,0.05555558204650879,0.38034796714782715,0.006008148193359375,0.0,0.047006845474243164,0.5886614322662354,0.7598941326141357,0.228895902633667,1.9982538223266602
0.0,0.051854610443115234,0.3758416175842285,0.0060062408447265625,0.0,0.06311249732971191,0.5861592292785645,0.8602762222290039,0.23982524871826172,1.9468610286712646
0.0,0.06895256042480469,0.3685424327850342,0.009057760238647461,0.0,0.05463099479675293,0.5794332027435303,0.7876598834991455,0.24328207969665527,2.0101823806762695
0.0,0.0690162181854248,0.386106014251709,0.01624917984008789,0.0,0.05414748191833496,0.5825080871582031,0.8111286163330078,0.2616386413574219,1.9830994606018066
0.0,0.05050253868103027,0.3686363697052002,0.013472557067871094,0.0,0.050353288650512695,0.571251392364502,0.7664816379547119,0.24737763404846191,2.0830023288726807
0.0,0.06331777572631836,0.3754997253417969,0.008810758590698242,0.0,0.06371903419494629,0.589888334274292,0.844632625579834,0.23791146278381348,1.9765756130218506
0.0,0.06362581253051758,0.4092278480529785,0.014632225036621094,0.0,0.046968936920166016,0.6022224426269531,0.780339241027832,0.23006343841552734,1.9471368789672852
0.0,0.05928683280944824,0.36896228790283203,0.018659114837646484,0.0,0.04649066925048828,0.5700356960296631,0.7792327404022217,0.233445405960083,1.9910070896148682
0.0015037059783935547,0.06650829315185547,0.3615684509277344,0.008507966995239258,0.0,0.05255770683288574,0.5686354637145996,0.7893567085266113,0.24921536445617676,1.996988296508789
0.0,0.06299257278442383,0.36682701110839844,0.0075244903564453125,0.0,0.0537877082824707,0.5890965461730957,0.778451681137085,0.2493433952331543,1.9629096984863281
0.0,0.05391740798950195,0.3702428340911865,0.0,0.0,0.06321549415588379,0.5454330444335938,0.8279213905334473,0.2444603443145752,1.9968700408935547
0.0,0.05102086067199707,0.37682652473449707,0.0070095062255859375,0.0,0.04961228370666504,0.577768087387085,0.7919652462005615,0.23446321487426758,1.9710774421691895
0.0,0.058521270751953125,0.359525203704834,0.012112617492675781,0.0,0.04689788818359375,0.586148738861084,0.7733235359191895,0.2514190673828125,2.040621280670166
0.0,0.06189298629760742,0.35296058654785156,0.0,0.0,0.06345677375793457,0.6033425331115723,0.856438159942627,0.26986026763916016,1.948988676071167
