,,city,color,country,located_in,movie,movie_category,user,university
0,5000,0.2648355960845947,0.0625147819519043,0.04033660888671875,0.2598278522491455,0.12453818321228027,0.06355619430541992,3.723278284072876,0.17888426780700684
0,10000,0.3314054012298584,0.05610203742980957,0.038332462310791016,0.31942176818847656,0.12557625770568848,0.058931827545166016,7.775162220001221,0.18036627769470215
0,25000,0.3655695915222168,0.0506129264831543,0.03942370414733887,0.3120732307434082,0.13192081451416016,0.050506591796875,19.454503059387207,0.28942155838012695
0,50000,0.34327244758605957,0.06582093238830566,0.05067563056945801,0.3333878517150879,0.15088653564453125,0.053968191146850586,37.28404402732849,0.2178661823272705
0,100000,0.28383398056030273,0.05205273628234863,0.04556131362915039,0.34052181243896484,0.1423814296722412,0.04235649108886719,77.16047406196594,0.22020506858825684
1,5000,0.2723257541656494,0.05234193801879883,0.050684213638305664,0.24828267097473145,0.1318497657775879,0.047243595123291016,3.9420876502990723,0.19142794609069824
1,10000,0.34896230697631836,0.06657648086547852,0.060769081115722656,0.2623720169067383,0.12652111053466797,0.04733109474182129,7.9654905796051025,0.21422266960144043
1,25000,0.35840678215026855,0.0518031120300293,0.04648017883300781,0.31105613708496094,0.14294004440307617,0.052146196365356445,19.86539649963379,0.27062416076660156
1,50000,0.3324849605560303,0.06798553466796875,0.05431795120239258,0.3834073543548584,0.10763025283813477,0.04807591438293457,38.65145707130432,0.270430326461792
1,100000,0.37850427627563477,0.0641622543334961,0.058542728424072266,0.341048002243042,0.1318824291229248,0.061568498611450195,77.87279844284058,0.23545408248901367
2,5000,0.25937962532043457,0.0,0.046462059020996094,0.22585558891296387,0.12565040588378906,0.11126470565795898,3.800489902496338,0.16141271591186523
2,10000,0.27868199348449707,0.053436994552612305,0.044823408126831055,0.31504368782043457,0.11751794815063477,0.04651451110839844,7.6689674854278564,0.19939017295837402
2,25000,0.32163286209106445,0.05566763877868652,0.03856229782104492,0.31600093841552734,0.1283426284790039,0.049948930740356445,18.94541907310486,0.2328188419342041
2,50000,0.2940642833709717,0.05089306831359863,0.049262046813964844,0.30056262016296387,0.13756489753723145,0.06940937042236328,39.15815448760986,0.3130669593811035
2,100000,0.31512022018432617,0.050158023834228516,0.05984139442443848,0.39017796516418457,0.11634087562561035,0.04672694206237793,77.3496298789978,0.21870708465576172
3,5000,0.25061702728271484,0.0498354434967041,0.04151296615600586,0.22902488708496094,0.12941622734069824,0.054853200912475586,3.815556764602661,0.2004539966583252
3,10000,0.3240194320678711,0.058286190032958984,0.04559206962585449,0.296644926071167,0.1388695240020752,0.06585216522216797,7.705033302307129,0.16637492179870605
3,25000,0.2917017936706543,0.06239748001098633,0.05086565017700195,0.3448362350463867,0.12106776237487793,0.05097651481628418,19.340579986572266,0.3402745723724365
3,50000,0.3199629783630371,0.04502105712890625,0.08760762214660645,0.38930368423461914,0.14309477806091309,0.048314571380615234,38.84797263145447,0.2567260265350342
3,100000,0.33379173278808594,0.04984641075134277,0.04549098014831543,0.3590521812438965,0.11694860458374023,0.060278892517089844,77.79320669174194,0.2268984317779541
4,5000,0.240966796875,0.04506802558898926,0.05974864959716797,0.23366379737854004,0.1397993564605713,0.057840585708618164,3.906322479248047,0.4314005374908447
4,10000,0.3495500087738037,0.03989124298095703,0.05928349494934082,0.26862025260925293,0.17497920989990234,0.003182649612426758,7.920203685760498,0.16092753410339355
4,25000,0.3235657215118408,0.05422234535217285,0.05349445343017578,0.3333256244659424,0.13740777969360352,0.04833078384399414,19.658722400665283,0.24252963066101074
4,50000,0.30611371994018555,0.05509305000305176,0.04476046562194824,0.33661460876464844,0.14409923553466797,0.056433677673339844,38.80210995674133,0.2422029972076416
4,100000,0.3654453754425049,0.05135393142700195,0.04728102684020996,0.3805429935455322,0.13190197944641113,0.07031106948852539,78.33533430099487,0.23607373237609863
5,5000,0.21755552291870117,0.04445791244506836,0.05771756172180176,0.24759864807128906,0.13307619094848633,0.05956006050109863,3.962806224822998,0.17333602905273438
5,10000,0.3064875602722168,0.0,0.053175926208496094,0.2834343910217285,0.12627792358398438,0.30175209045410156,7.812952041625977,0.185929536819458
5,25000,0.3193948268890381,0.049874067306518555,0.03931617736816406,0.40926647186279297,0.11353588104248047,0.04960155487060547,19.948622226715088,0.2449963092803955
5,50000,0.32411766052246094,0.05111050605773926,0.05031275749206543,0.34183239936828613,0.3431267738342285,0.04462265968322754,38.43239450454712,0.23729610443115234
5,100000,0.32869601249694824,0.054062604904174805,0.06231117248535156,0.378237247467041,0.13139986991882324,0.04884672164916992,78.6261215209961,0.23976373672485352
6,5000,0.24422812461853027,0.056708574295043945,0.036364078521728516,0.22432661056518555,0.0804433822631836,0.041527748107910156,3.905454397201538,0.19646048545837402
6,10000,0.3260350227355957,0.0532684326171875,0.05027031898498535,0.30001401901245117,0.12596344947814941,0.07069253921508789,7.85201358795166,0.22811317443847656
6,25000,0.3605532646179199,0.05608654022216797,0.05167675018310547,0.3280954360961914,0.13138747215270996,0.0655527114868164,19.175368547439575,0.25449156761169434
6,50000,0.31421685218811035,0.053251028060913086,0.05438423156738281,0.31163454055786133,0.14653682708740234,0.05309653282165527,38.09089159965515,0.2324836254119873
6,100000,0.3012704849243164,0.04908561706542969,0.05098676681518555,0.34090161323547363,0.1168060302734375,0.05123114585876465,77.1783881187439,0.2118971347808838
7,5000,0.2693972587585449,0.03638577461242676,0.04109954833984375,0.36902928352355957,0.12778925895690918,0.05293393135070801,3.931457996368408,0.16336321830749512
7,10000,0.29201674461364746,0.06549715995788574,0.0490264892578125,0.2805027961730957,0.10669684410095215,0.04634380340576172,7.937004089355469,0.19891881942749023
7,25000,0.31780457496643066,0.06651806831359863,0.05105304718017578,0.30649781227111816,0.12446022033691406,0.06273174285888672,19.15048384666443,0.23213839530944824
7,50000,0.29977965354919434,0.05057191848754883,0.05411124229431152,0.3125267028808594,0.12502217292785645,0.05241703987121582,38.559065103530884,0.21970868110656738
7,100000,0.29625678062438965,0.05007290840148926,0.049590349197387695,0.37789463996887207,0.11009836196899414,0.05418705940246582,76.39472508430481,0.2381598949432373
8,5000,0.25267863273620605,0.047515869140625,0.045696258544921875,0.2458641529083252,0.1564192771911621,0.06325173377990723,3.938753604888916,0.15724563598632812
8,10000,0.28708529472351074,0.05447673797607422,0.06431174278259277,0.2690119743347168,0.13869071006774902,0.0696256160736084,7.805161237716675,0.18791532516479492
8,25000,0.318026065826416,0.0498652458190918,0.044535160064697266,0.3463778495788574,0.1441957950592041,0.04976606369018555,19.63758397102356,0.2252788543701172
8,50000,0.3101677894592285,0.05216526985168457,0.045449256896972656,0.31800007820129395,0.1290419101715088,0.05246400833129883,39.28541898727417,0.21541905403137207
8,100000,0.30658531188964844,0.06713247299194336,0.054668426513671875,0.312122106552124,0.1567378044128418,0.0569303035736084,78.31376266479492,0.2288060188293457
9,5000,0.257246732711792,0.05238652229309082,0.04587697982788086,0.2780036926269531,0.13695979118347168,0.04922056198120117,3.8977975845336914,0.18399500846862793
