,,likes,matches
0,10000,1.2624826431274414,1.4379141330718994
0,50000,8.435392141342163,6.555990219116211
0,100000,15.055782556533813,6.661918878555298
0,250000,37.49903655052185,6.561090469360352
0,500000,67.89920258522034,7.20689845085144
0,1000000,137.3119034767151,6.477610349655151
1,10000,1.3416485786437988,1.3183643817901611
1,50000,6.695997953414917,6.920795202255249
1,100000,13.51631498336792,6.766582489013672
1,250000,32.91559910774231,7.242095470428467
1,500000,67.04198980331421,6.94555139541626
1,1000000,130.09186458587646,9.44210147857666
2,10000,1.3193609714508057,1.23038911819458
2,50000,5.894099950790405,5.826233386993408
2,100000,11.617146253585815,6.302983045578003
2,250000,29.554380655288696,6.326294660568237
2,500000,66.56747269630432,7.223124027252197
2,1000000,158.30610966682434,15.322421312332153
3,10000,1.6017038822174072,1.4054574966430664
3,50000,7.218643426895142,6.534467697143555
3,100000,14.364163637161255,7.909456253051758
3,250000,34.526597023010254,7.54141092300415
3,500000,73.95653367042542,9.049442291259766
3,1000000,145.42163062095642,7.844956398010254
4,10000,1.5714976787567139,1.3121705055236816
4,50000,6.628981590270996,6.485039710998535
4,100000,13.316712141036987,7.8017895221710205
4,250000,32.717121839523315,6.421029567718506
4,500000,64.7324800491333,6.670459508895874
4,1000000,132.86401176452637,6.436544418334961
5,10000,2.81109619140625,1.388242483139038
5,50000,6.597493410110474,6.879170179367065
5,100000,12.992209434509277,7.2302350997924805
5,250000,32.59294128417969,6.7714385986328125
5,500000,64.42285585403442,6.475874900817871
5,1000000,133.09527158737183,6.57887601852417
6,10000,1.2455744743347168,1.3919599056243896
6,50000,6.406479597091675,7.072149991989136
6,100000,13.451191186904907,6.629348039627075
6,250000,33.95039486885071,6.806535720825195
6,500000,65.1245493888855,6.655739068984985
6,1000000,133.98723316192627,6.6346213817596436
7,10000,1.4257874488830566,1.45709228515625
7,50000,6.223513126373291,6.4632837772369385
7,100000,12.961280107498169,6.896608591079712
7,250000,33.182050943374634,6.655054092407227
7,500000,66.93217587471008,6.590631723403931
7,1000000,134.4096221923828,6.759843587875366
8,10000,1.3605296611785889,1.2489209175109863
8,50000,6.639598846435547,6.7972259521484375
8,100000,12.707624912261963,6.599066257476807
8,250000,33.394824266433716,6.529601812362671
8,500000,65.35632371902466,6.7717061042785645
8,1000000,132.0270595550537,6.526339054107666
9,10000,1.2108285427093506,1.3027434349060059
9,50000,6.582662105560303,6.614087104797363
9,100000,13.019292831420898,6.533015966415405
9,250000,33.559393644332886,6.579890251159668
9,500000,66.53757071495056,6.710516929626465
9,1000000,134.97045969963074,6.666788578033447
