Query_1,Query_2,Query_3,Query_4,Query_5,Query_6,Query_7,Query_8
0.07416439056396484,0.05525517463684082,0.06303191184997559,0.05438542366027832,0.05415081977844238,0.060567378997802734,0.7351474761962891,1.1559851169586182
0.0,0.07141399383544922,0.056276798248291016,0.06246066093444824,0.045293569564819336,0.06386089324951172,0.7659509181976318,1.272721767425537
0.0,0.058318376541137695,0.06158041954040527,0.06566643714904785,0.06290411949157715,0.0631105899810791,0.6360456943511963,0.9336247444152832
0.0,0.06487512588500977,0.05880594253540039,0.06330728530883789,0.04702186584472656,0.07172107696533203,0.8648209571838379,1.114152193069458
0.010103464126586914,0.05643272399902344,0.040007591247558594,0.06367993354797363,0.06227397918701172,0.06292057037353516,0.8086533546447754,0.9399447441101074
0.007605552673339844,0.055783987045288086,0.04072284698486328,0.06302404403686523,0.0631568431854248,0.06691288948059082,0.7537667751312256,0.9791920185089111
0.006608009338378906,0.04785799980163574,0.05903768539428711,0.06151390075683594,0.0474390983581543,0.06310009956359863,0.7589907646179199,1.0433225631713867
0.0,0.0639035701751709,0.06407380104064941,0.07719922065734863,0.049468278884887695,0.06240701675415039,0.7674739360809326,1.2136931419372559
0.0,0.060059547424316406,0.05656886100769043,0.060410499572753906,0.06311345100402832,0.06193065643310547,0.624398946762085,0.9825060367584229
0.001506805419921875,0.054934024810791016,0.0638885498046875,0.06248974800109863,0.06323456764221191,0.054636478424072266,0.6297318935394287,0.9421887397766113
0.0,0.04739737510681152,0.07046365737915039,0.06285643577575684,0.0626680850982666,0.06368684768676758,0.7323317527770996,1.020256519317627
0.010507822036743164,0.044071197509765625,0.07080578804016113,0.06444072723388672,0.04597973823547363,0.06834840774536133,0.7920162677764893,0.9819977283477783
0.008510351181030273,0.049001216888427734,0.05582714080810547,0.06288027763366699,0.06316208839416504,0.06301498413085938,0.7323098182678223,1.2948739528656006
0.0,0.06189894676208496,0.060461997985839844,0.06012558937072754,0.06453776359558105,0.06208658218383789,0.631941556930542,0.9369251728057861
0.0,0.04954981803894043,0.06750869750976562,0.05273151397705078,0.05798840522766113,0.05607032775878906,0.6435308456420898,0.9317636489868164
0.008049249649047852,0.05576491355895996,0.06255269050598145,0.06050610542297363,0.06317639350891113,0.06419682502746582,0.6924128532409668,0.9012305736541748
0.0029718875885009766,0.05275321006774902,0.04820752143859863,0.06338834762573242,0.06325912475585938,0.06249427795410156,0.7690768241882324,1.0537400245666504
0.003744363784790039,0.05097055435180664,0.051995038986206055,0.06263494491577148,0.06357169151306152,0.06315255165100098,0.85487961769104,1.2676572799682617
0.0,0.06865572929382324,0.0712442398071289,0.047135353088378906,0.06255650520324707,0.0631418228149414,0.7489519119262695,0.9631397724151611
0.0,0.06149029731750488,0.04890251159667969,0.06317639350891113,0.0629730224609375,0.0626676082611084,0.7447128295898438,0.9689817428588867
0.0,0.05063295364379883,0.053131103515625,0.06285405158996582,0.04687857627868652,0.06313347816467285,0.623910665512085,1.0872857570648193
0.004140138626098633,0.053871870040893555,0.05286121368408203,0.052491188049316406,0.05593729019165039,0.06333732604980469,0.8042500019073486,0.9993851184844971
0.0,0.06410002708435059,0.08205485343933105,0.06026339530944824,0.04687690734863281,0.06349635124206543,0.7267038822174072,1.1594293117523193
0.0,0.05529022216796875,0.06348633766174316,0.06512975692749023,0.045883893966674805,0.06325006484985352,0.6927444934844971,1.0207648277282715
0.0,0.06217384338378906,0.056792259216308594,0.06306648254394531,0.06258273124694824,0.06965184211730957,0.7662651538848877,1.1004204750061035
0.0,0.0655057430267334,0.050063133239746094,0.06308364868164062,0.0655670166015625,0.06112861633300781,0.6541979312896729,0.9911987781524658
0.007024049758911133,0.05146026611328125,0.06236553192138672,0.05214381217956543,0.06048583984375,0.0551302433013916,0.852543830871582,1.029294490814209
0.0,0.06038093566894531,0.05128598213195801,0.07859301567077637,0.062044382095336914,0.04735589027404785,0.8237056732177734,0.9413468837738037
0.0065996646881103516,0.055821895599365234,0.056322574615478516,0.0625309944152832,0.06614947319030762,0.06854033470153809,0.690645694732666,1.0006637573242188
0.006009101867675781,0.05041217803955078,0.05443072319030762,0.06305408477783203,0.06442809104919434,0.06143975257873535,0.6410963535308838,1.1420977115631104
