Query_1,Query_2,Query_3,Query_4,Query_5,Query_6,Query_7,Query_8,Query_9,Query_10
0.06952381134033203,0.07129168510437012,0.04696083068847656,0.047724246978759766,0.046874284744262695,0.04690098762512207,0.4478473663330078,0.09388923645019531,0.04882001876831055,0.014507770538330078
0.04772782325744629,0.05320382118225098,0.03911614418029785,0.06350588798522949,0.04809117317199707,0.0628669261932373,0.2562718391418457,0.06043195724487305,0.053121089935302734,0.006520748138427734
0.06053280830383301,0.03941798210144043,0.0627901554107666,0.047775983810424805,0.0467524528503418,0.0473630428314209,0.264711856842041,0.06927919387817383,0.06411314010620117,0.015637874603271484
0.05599093437194824,0.0352783203125,0.06251001358032227,0.05234122276306152,0.0424654483795166,0.047556400299072266,0.24783658981323242,0.04966020584106445,0.06384873390197754,0.011513471603393555
0.056485891342163086,0.04038119316101074,0.047863006591796875,0.04699516296386719,0.0638740062713623,0.04620099067687988,0.2601468563079834,0.05931496620178223,0.06940603256225586,0.0
0.0401453971862793,0.04974079132080078,0.055811405181884766,0.03911876678466797,0.04729294776916504,0.06262922286987305,0.28466081619262695,0.047487497329711914,0.052472591400146484,0.0
0.051358938217163086,0.04854011535644531,0.04821968078613281,0.04686999320983887,0.04746580123901367,0.06257939338684082,0.26035213470458984,0.05156207084655762,0.03989219665527344,0.013067007064819336
0.04730224609375,0.05630660057067871,0.04688239097595215,0.06324625015258789,0.047425031661987305,0.061278581619262695,0.34616518020629883,0.06474733352661133,0.07880806922912598,0.0
0.05886983871459961,0.05338454246520996,0.04305744171142578,0.06265664100646973,0.04737710952758789,0.04737520217895508,0.2554011344909668,0.05334949493408203,0.056533098220825195,0.003005504608154297
0.05167818069458008,0.042020320892333984,0.05567622184753418,0.04763484001159668,0.04811859130859375,0.05449843406677246,0.28522300720214844,0.05234885215759277,0.05972647666931152,0.0
0.0633549690246582,0.05085492134094238,0.06024336814880371,0.03441119194030762,0.06609892845153809,0.059798479080200195,0.284806489944458,0.056421756744384766,0.049748897552490234,0.004178762435913086
0.053617238998413086,0.04478049278259277,0.056023359298706055,0.04697275161743164,0.06285309791564941,0.05900382995605469,0.24270153045654297,0.06353044509887695,0.047528743743896484,0.00851297378540039
0.04755830764770508,0.0505523681640625,0.03806614875793457,0.06301164627075195,0.04692840576171875,0.04844522476196289,0.26729583740234375,0.04747414588928223,0.05329179763793945,0.004512786865234375
0.05055952072143555,0.04478955268859863,0.055234670639038086,0.04732322692871094,0.04701519012451172,0.04995155334472656,0.2819662094116211,0.0513920783996582,0.06795120239257812,0.008018970489501953
0.05619025230407715,0.036412715911865234,0.06251239776611328,0.04745221138000488,0.04702615737915039,0.05024099349975586,0.269669771194458,0.049896955490112305,0.052397966384887695,0.009581565856933594
0.0467228889465332,0.05000901222229004,0.04691886901855469,0.04700469970703125,0.06290793418884277,0.04686713218688965,0.23812580108642578,0.05508565902709961,0.04171919822692871,0.0
0.05853009223937988,0.045455217361450195,0.05499148368835449,0.04760408401489258,0.04891824722290039,0.05018901824951172,0.26857709884643555,0.0451359748840332,0.05926799774169922,0.0
0.047477006912231445,0.04798436164855957,0.03917050361633301,0.07329678535461426,0.05199766159057617,0.048692941665649414,0.2531099319458008,0.04807019233703613,0.06406354904174805,0.008182287216186523
0.056226253509521484,0.04721975326538086,0.04712867736816406,0.04712653160095215,0.06276822090148926,0.04903531074523926,0.253293514251709,0.04686379432678223,0.04859161376953125,0.0
0.05316019058227539,0.04986166954040527,0.048789024353027344,0.053414106369018555,0.04668545722961426,0.04703974723815918,0.2690863609313965,0.047177791595458984,0.04732179641723633,0.0
0.04816722869873047,0.04361438751220703,0.05532646179199219,0.0473635196685791,0.0626676082611084,0.04730701446533203,0.25399279594421387,0.04894447326660156,0.050328731536865234,0.011556148529052734
0.04141879081726074,0.06368160247802734,0.04693245887756348,0.04683542251586914,0.04692244529724121,0.06238365173339844,0.29325151443481445,0.06437993049621582,0.07460141181945801,0.004283905029296875
0.060097694396972656,0.05320382118225098,0.05701255798339844,0.044096946716308594,0.05587482452392578,0.04014873504638672,0.2604794502258301,0.04288053512573242,0.047566890716552734,0.009616374969482422
0.05235791206359863,0.04767656326293945,0.04589247703552246,0.0631258487701416,0.047489166259765625,0.04718446731567383,0.30245399475097656,0.04790830612182617,0.09693479537963867,0.0032126903533935547
0.04631662368774414,0.043833255767822266,0.056224822998046875,0.038463592529296875,0.06328177452087402,0.058534860610961914,0.275404691696167,0.08162307739257812,0.06592416763305664,0.012729883193969727
0.054763078689575195,0.04895520210266113,0.05056452751159668,0.05139875411987305,0.0463862419128418,0.048474788665771484,0.376934289932251,0.08405470848083496,0.06149029731750488,0.0
0.05423331260681152,0.055998802185058594,0.04880547523498535,0.0537412166595459,0.06251955032348633,0.04766416549682617,0.2709782123565674,0.04944753646850586,0.062003135681152344,0.0
0.05535125732421875,0.05010819435119629,0.04519319534301758,0.04708743095397949,0.0471951961517334,0.06293725967407227,0.28445863723754883,0.06276679039001465,0.051612138748168945,0.010506629943847656
0.04757356643676758,0.044190168380737305,0.055680036544799805,0.0478358268737793,0.052184104919433594,0.04717063903808594,0.30292367935180664,0.07764363288879395,0.052498579025268555,0.009517669677734375
0.043618202209472656,0.04868030548095703,0.0475621223449707,0.06254243850708008,0.04789900779724121,0.047170400619506836,0.2696819305419922,0.047858238220214844,0.04816317558288574,0.0
