,Query_1,Query_2,Query_3,Query_4,Query_5,Query_6,Query_7,Query_8
0,0.04604315757751465,0.05768108367919922,0.05513644218444824,0.06268024444580078,0.06284499168395996,0.06259870529174805,0.80497145652771,1.3869497776031494
1,0.0005242824554443359,0.0468287467956543,0.054557085037231445,0.0495760440826416,0.04534482955932617,0.06288838386535645,0.6740806102752686,1.0632219314575195
2,0.0030126571655273438,0.04749321937561035,0.0538632869720459,0.05470442771911621,0.04687047004699707,0.057323455810546875,0.8571350574493408,1.3311586380004883
3,0.010278940200805664,0.05554389953613281,0.056897878646850586,0.04756450653076172,0.06437993049621582,0.0482945442199707,0.8836908340454102,1.370828628540039
4,0.0030090808868408203,0.057297706604003906,0.051012516021728516,0.05543255805969238,0.06274724006652832,0.047315120697021484,0.8691582679748535,1.4327847957611084
5,0.004533529281616211,0.0615534782409668,0.04050111770629883,0.051486968994140625,0.04703664779663086,0.0624852180480957,1.6971502304077148,1.9755194187164307
6,0.00970149040222168,0.05235886573791504,0.04675936698913574,0.056482791900634766,0.06015443801879883,0.04763603210449219,1.2015159130096436,1.4102041721343994
7,0.007611751556396484,0.05375361442565918,0.04463028907775879,0.055220842361450195,0.061193227767944336,0.05563044548034668,0.9523942470550537,1.0179414749145508
8,0.0,0.06064915657043457,0.057579755783081055,0.06404471397399902,0.0466456413269043,0.062497854232788086,0.9706416130065918,1.3820741176605225
9,0.0,0.06215620040893555,0.056389808654785156,0.04699110984802246,0.06317329406738281,0.046977996826171875,0.7175707817077637,1.4503037929534912
10,0.0,0.05541086196899414,0.0710442066192627,0.054140329360961914,0.062497854232788086,0.047155141830444336,0.7888553142547607,0.8849103450775146
11,0.0,0.05546379089355469,0.0469667911529541,0.06287574768066406,0.04730558395385742,0.06264901161193848,0.8404736518859863,0.8746702671051025
12,0.004854440689086914,0.058830976486206055,0.043015241622924805,0.062465667724609375,0.0685567855834961,0.05644822120666504,0.7501835823059082,0.9514129161834717
13,0.0,0.055129051208496094,0.06408286094665527,0.06178474426269531,0.04703497886657715,0.0703890323638916,0.7290446758270264,0.9200656414031982
14,0.0,0.04938793182373047,0.06367349624633789,0.06249499320983887,0.057169198989868164,0.04743766784667969,1.1159827709197998,1.435624361038208
15,0.0,0.06717061996459961,0.05825042724609375,0.057956695556640625,0.06250381469726562,0.06429910659790039,0.5786097049713135,1.580007553100586
16,0.01563429832458496,0.047711849212646484,0.0548551082611084,0.06257152557373047,0.0632016658782959,0.047113656997680664,0.7735157012939453,1.1144120693206787
17,0.0,0.07315611839294434,0.04503893852233887,0.06203126907348633,0.04860949516296387,0.06367135047912598,0.9269890785217285,1.5126910209655762
18,0.01563262939453125,0.05288195610046387,0.05208706855773926,0.06300473213195801,0.0626523494720459,0.062491655349731445,0.8221161365509033,0.7778263092041016
19,0.004171848297119141,0.049848079681396484,0.05420708656311035,0.07990097999572754,0.04633784294128418,0.04688668251037598,0.8120009899139404,0.8073105812072754
20,0.0,0.055329322814941406,0.05190920829772949,0.04785442352294922,0.06353425979614258,0.04630637168884277,0.617163896560669,1.1011919975280762
21,0.0020160675048828125,0.05095505714416504,0.05065321922302246,0.0625154972076416,0.055106163024902344,0.0643453598022461,0.9053187370300293,1.0654308795928955
22,0.0,0.06819295883178711,0.041480302810668945,0.06453680992126465,0.06265044212341309,0.06109189987182617,0.8251857757568359,1.105888843536377
23,0.005006551742553711,0.042858123779296875,0.05570840835571289,0.06314349174499512,0.04755425453186035,0.06648683547973633,0.6769189834594727,1.0361952781677246
24,0.0,0.05575990676879883,0.06153416633605957,0.04158592224121094,0.06299448013305664,0.04666304588317871,0.6664862632751465,1.1200792789459229
25,0.015645980834960938,0.05071735382080078,0.05442690849304199,0.0627751350402832,0.06311941146850586,0.06570053100585938,0.7543470859527588,1.1993169784545898
26,0.014515161514282227,0.04904937744140625,0.05574369430541992,0.06250619888305664,0.062499284744262695,0.06043553352355957,0.781158447265625,1.1347157955169678
27,0.0,0.06409764289855957,0.048622846603393555,0.05465888977050781,0.055676937103271484,0.046956777572631836,0.6337203979492188,0.8367674350738525
28,0.0,0.0740044116973877,0.04125189781188965,0.0648646354675293,0.05076146125793457,0.06100106239318848,0.8026807308197021,1.2382583618164062
29,0.0,0.058058738708496094,0.04940319061279297,0.0378108024597168,0.06223607063293457,0.0634613037109375,0.9371209144592285,1.7672691345214844
