,,likes,matches
0,1000,0.13301301002502441,0.11836075782775879
0,5000,0.5917928218841553,0.5704324245452881
0,10000,1.092238426208496,1.1089000701904297
0,50000,5.317748546600342,5.335578918457031
0,100000,10.670528411865234,10.669650316238403
0,150000,16.137359619140625,15.873477697372437
1,1000,0.12163066864013672,0.12688326835632324
1,5000,0.5472617149353027,0.5514259338378906
1,10000,1.1284570693969727,1.097571611404419
1,50000,5.29932713508606,5.3781352043151855
1,100000,10.721771001815796,10.704716682434082
1,150000,16.246256828308105,16.000640869140625
2,1000,0.12986111640930176,0.13141179084777832
2,5000,0.5915422439575195,0.5423238277435303
2,10000,1.1006097793579102,1.1062521934509277
2,50000,5.3801751136779785,5.379846811294556
2,100000,10.735527753829956,10.610557556152344
2,150000,15.988531827926636,16.33179473876953
3,1000,0.13202595710754395,0.12714362144470215
3,5000,0.5600497722625732,0.5568196773529053
3,10000,1.079310417175293,1.1065948009490967
3,50000,5.390393257141113,5.267103672027588
3,100000,10.817205667495728,10.702120780944824
3,150000,15.885252952575684,16.095128536224365
4,1000,0.13201665878295898,0.12110090255737305
4,5000,0.5957598686218262,0.5466911792755127
4,10000,1.0856497287750244,1.078113317489624
4,50000,5.441619634628296,5.326519966125488
4,100000,10.760860443115234,10.600645065307617
4,150000,15.975286960601807,15.954709768295288
5,1000,0.12502598762512207,0.13564348220825195
5,5000,0.5728271007537842,0.5810701847076416
5,10000,1.1170446872711182,1.0926549434661865
5,50000,5.340808391571045,5.313258171081543
5,100000,10.72512149810791,10.719435691833496
5,150000,15.942281007766724,15.98308801651001
6,1000,0.12637782096862793,0.12482619285583496
6,5000,0.5669007301330566,0.5756278038024902
6,10000,1.0570316314697266,1.0882511138916016
6,50000,5.377493381500244,5.259768486022949
6,100000,10.716160774230957,10.624234676361084
6,150000,16.060791015625,16.010030508041382
7,1000,0.1260693073272705,0.13109469413757324
7,5000,0.5498747825622559,0.5514512062072754
7,10000,1.0994961261749268,1.0929756164550781
7,50000,5.277205228805542,5.355219125747681
7,100000,10.756708860397339,10.759073972702026
7,150000,16.045591115951538,15.807424783706665
8,1000,0.12212920188903809,0.12697124481201172
8,5000,0.5753998756408691,0.5896048545837402
8,10000,1.0729329586029053,1.0619516372680664
8,50000,5.429725408554077,5.421396732330322
8,100000,10.810227155685425,10.624215364456177
8,150000,16.065897941589355,15.884711742401123
9,1000,0.12785887718200684,0.11659049987792969
9,5000,0.5629317760467529,0.5760693550109863
9,10000,1.1133172512054443,1.099879264831543
9,50000,5.323436975479126,5.36139988899231
9,100000,10.88470721244812,10.675059080123901
9,150000,16.07962942123413,16.006244659423828
