Query_1,Query_2,Query_3,Query_4,Query_5,Query_6,Query_7,Query_8,Query_9
0.051788330078125,0.07831573486328125,0.05139327049255371,0.06322121620178223,0.0625448226928711,0.06321883201599121,0.7870659828186035,1.1091792583465576,0.21585512161254883
0.005514621734619141,0.046965837478637695,0.06236767768859863,0.047447919845581055,0.062485694885253906,0.04739499092102051,0.5620467662811279,1.0047736167907715,0.15778803825378418
0.0,0.054758548736572266,0.0624997615814209,0.04729318618774414,0.04696083068847656,0.04755663871765137,0.5111629962921143,0.9436602592468262,0.16539216041564941
0.007480621337890625,0.05162191390991211,0.04277658462524414,0.07177042961120605,0.042305946350097656,0.06290388107299805,0.5236623287200928,0.9359591007232666,0.1809368133544922
0.004508495330810547,0.06006979942321777,0.04691481590270996,0.06261444091796875,0.04687833786010742,0.06268167495727539,0.5154755115509033,0.9284327030181885,0.14733552932739258
0.01621389389038086,0.05615520477294922,0.046994686126708984,0.06310033798217773,0.06303644180297852,0.062774658203125,0.5330121517181396,0.9617164134979248,0.1665027141571045
0.00408172607421875,0.04857659339904785,0.06287360191345215,0.046964168548583984,0.057027339935302734,0.05827164649963379,0.5219948291778564,0.9644753932952881,0.1778116226196289
0.0053141117095947266,0.0593106746673584,0.05924034118652344,0.04747605323791504,0.06338763236999512,0.06315088272094727,0.5538251399993896,0.8659248352050781,0.1818091869354248
0.0056040287017822266,0.0527033805847168,0.04941058158874512,0.06265807151794434,0.06251263618469238,0.05812692642211914,0.5537924766540527,0.9424145221710205,0.15183615684509277
0.0,0.0565943717956543,0.03963327407836914,0.06296730041503906,0.054917335510253906,0.05032777786254883,0.5165557861328125,1.035980224609375,0.1624596118927002
0.0,0.04633975028991699,0.06250762939453125,0.055065155029296875,0.03978610038757324,0.06307697296142578,0.5152006149291992,0.8801002502441406,0.1636979579925537
0.0,0.04566645622253418,0.06370759010314941,0.03512763977050781,0.06306743621826172,0.046985626220703125,0.535804033279419,0.9381027221679688,0.18611526489257812
0.004512786865234375,0.04579019546508789,0.04947614669799805,0.05619192123413086,0.04758477210998535,0.06332921981811523,0.5664901733398438,0.9433813095092773,0.18491053581237793
0.0088958740234375,0.04264378547668457,0.04715299606323242,0.05848550796508789,0.052139997482299805,0.04731488227844238,0.5599462985992432,0.9747648239135742,0.14822816848754883
0.002007722854614258,0.05463099479675293,0.04774975776672363,0.05129837989807129,0.047075748443603516,0.06253957748413086,0.5197901725769043,0.9165735244750977,0.1663668155670166
0.0,0.05583643913269043,0.06319761276245117,0.05226254463195801,0.05732846260070801,0.0631415843963623,0.5302333831787109,0.9225404262542725,0.16459941864013672
0.00551915168762207,0.05391669273376465,0.05210137367248535,0.04690146446228027,0.054395437240600586,0.049662113189697266,0.5386743545532227,1.0290958881378174,0.16891741752624512
0.0,0.054255008697509766,0.04651308059692383,0.06331872940063477,0.06357693672180176,0.059427738189697266,0.7293972969055176,1.3660447597503662,0.25984907150268555
0.006510734558105469,0.050649404525756836,0.07144665718078613,0.043769121170043945,0.060912132263183594,0.04728245735168457,0.87520432472229,1.1663756370544434,0.18305063247680664
0.0,0.05109763145446777,0.04948592185974121,0.04901409149169922,0.04996013641357422,0.06981563568115234,0.5635902881622314,1.16434645652771,0.1809399127960205
0.0038487911224365234,0.04727292060852051,0.05486941337585449,0.04471635818481445,0.05036115646362305,0.05490899085998535,0.7117559909820557,1.4304604530334473,0.24528932571411133
0.0,0.05727219581604004,0.0514066219329834,0.04717302322387695,0.06891226768493652,0.06271910667419434,0.6619811058044434,1.6146624088287354,0.21045327186584473
0.0,0.04964804649353027,0.04876899719238281,0.07570195198059082,0.05913376808166504,0.05275082588195801,0.625941276550293,1.0799932479858398,0.1885356903076172
0.005316495895385742,0.04389667510986328,0.05048370361328125,0.049967288970947266,0.04945230484008789,0.048345088958740234,0.6200563907623291,1.1577730178833008,0.17728900909423828
0.016082048416137695,0.06561279296875,0.049425363540649414,0.06674051284790039,0.06455564498901367,0.049904584884643555,0.5792171955108643,1.0378637313842773,0.17400527000427246
0.009284257888793945,0.050128936767578125,0.0484461784362793,0.04700732231140137,0.06304073333740234,0.04712486267089844,0.5254180431365967,1.1260740756988525,0.1742115020751953
0.005471944808959961,0.05137491226196289,0.047289133071899414,0.06526947021484375,0.06058025360107422,0.04742002487182617,0.5439286231994629,1.0653109550476074,0.18054866790771484
0.0,0.05255270004272461,0.06549072265625,0.06266593933105469,0.06293272972106934,0.061767578125,0.5431642532348633,0.9890685081481934,0.2217421531677246
0.03399991989135742,0.04453015327453613,0.06321096420288086,0.04715394973754883,0.06286263465881348,0.047257184982299805,0.5123705863952637,1.0294125080108643,0.2994980812072754
0.01662278175354004,0.05207228660583496,0.061278581619262695,0.03661227226257324,0.06485223770141602,0.04705190658569336,0.5647578239440918,1.0385031700134277,0.20035338401794434
