,Query_1,Query_2,Query_3,Query_4,Query_5,Query_6,Query_7,Query_8
0,0.05181527137756348,0.049341678619384766,0.046998023986816406,0.04703497886657715,0.07111406326293945,0.047113656997680664,0.3006925582885742,0.5336949825286865
1,0.015508651733398438,0.04062247276306152,0.06410670280456543,0.053086280822753906,0.04962968826293945,0.06223011016845703,0.2842841148376465,0.5480997562408447
2,0.0,0.05920529365539551,0.05913996696472168,0.04723000526428223,0.06322956085205078,0.06252837181091309,0.29488682746887207,0.5375926494598389
3,0.0,0.06420350074768066,0.06400370597839355,0.056838274002075195,0.05347490310668945,0.04639935493469238,0.3266115188598633,0.586742639541626
4,0.0010275840759277344,0.04613924026489258,0.05398440361022949,0.05762839317321777,0.06279492378234863,0.06317615509033203,0.3016848564147949,0.5338611602783203
5,0.01450800895690918,0.045619964599609375,0.06485867500305176,0.05730700492858887,0.05289888381958008,0.0632174015045166,0.28902649879455566,0.5428609848022461
6,0.0,0.06208157539367676,0.06096029281616211,0.04706740379333496,0.06241345405578613,0.058181047439575195,0.3012371063232422,0.5521073341369629
7,0.0,0.05006051063537598,0.07898902893066406,0.047240257263183594,0.06824469566345215,0.05136585235595703,0.29192161560058594,0.5526454448699951
8,0.0,0.05561327934265137,0.05140542984008789,0.07902169227600098,0.06206965446472168,0.06381869316101074,0.3048818111419678,0.6031351089477539
9,0.005007505416870117,0.07271742820739746,0.056321144104003906,0.06246542930603027,0.053414106369018555,0.06682777404785156,0.2852768898010254,0.6037707328796387
10,0.0,0.04739665985107422,0.05872464179992676,0.050902366638183594,0.05336761474609375,0.04744434356689453,0.35649561882019043,0.5915706157684326
11,0.0010237693786621094,0.05626487731933594,0.04846644401550293,0.047302961349487305,0.0522916316986084,0.06276965141296387,0.29992151260375977,0.5432589054107666
12,0.0065195560455322266,0.05186820030212402,0.0509033203125,0.05972790718078613,0.05083894729614258,0.05792236328125,0.30420708656311035,0.5363316535949707
13,0.006005525588989258,0.05566096305847168,0.05133247375488281,0.05911421775817871,0.06379175186157227,0.06213784217834473,0.3002467155456543,0.5438370704650879
14,0.0040128231048583984,0.04850292205810547,0.07862281799316406,0.06279420852661133,0.0470120906829834,0.04710125923156738,0.3262968063354492,0.539520263671875
15,0.0030851364135742188,0.0642549991607666,0.05949044227600098,0.046894073486328125,0.07828426361083984,0.0650932788848877,0.29084181785583496,0.545661211013794
16,0.0,0.07390737533569336,0.05000138282775879,0.06287217140197754,0.06279516220092773,0.04765510559082031,0.31548333168029785,0.5423789024353027
17,0.002523183822631836,0.052910566329956055,0.06303238868713379,0.06330418586730957,0.08458709716796875,0.04992556571960449,0.28305912017822266,0.5347390174865723
18,0.002207040786743164,0.05164051055908203,0.06477594375610352,0.05640101432800293,0.042266845703125,0.0628805160522461,0.34270787239074707,0.554680347442627
19,0.0,0.06128978729248047,0.06379365921020508,0.06295251846313477,0.06256890296936035,0.047342538833618164,0.30887794494628906,0.5326137542724609
20,0.0,0.060353755950927734,0.05852627754211426,0.047705888748168945,0.06292200088500977,0.047019243240356445,0.2890498638153076,0.5917024612426758
21,0.005026578903198242,0.05762815475463867,0.04879474639892578,0.07999467849731445,0.061817169189453125,0.04649233818054199,0.3022339344024658,0.5473146438598633
22,0.0,0.06409430503845215,0.04810142517089844,0.06347441673278809,0.0684957504272461,0.059043169021606445,0.27879929542541504,0.5525689125061035
23,0.0,0.06569457054138184,0.04528522491455078,0.07486891746520996,0.043140411376953125,0.04764246940612793,0.3055999279022217,0.5436224937438965
24,0.0,0.05726909637451172,0.0445094108581543,0.05445384979248047,0.04271531105041504,0.04726529121398926,0.3111429214477539,0.5480620861053467
25,0.0,0.04805731773376465,0.08157682418823242,0.05359792709350586,0.04209089279174805,0.06257367134094238,0.3013169765472412,0.5526163578033447
26,0.0,0.05725240707397461,0.06352567672729492,0.06397032737731934,0.05781054496765137,0.0518341064453125,0.3204977512359619,0.6071183681488037
27,0.008108377456665039,0.04304695129394531,0.06989288330078125,0.062018394470214844,0.055887699127197266,0.04781198501586914,0.2764914035797119,0.5400679111480713
28,0.005509376525878906,0.0631399154663086,0.05995678901672363,0.0623471736907959,0.04718661308288574,0.04691958427429199,0.3043019771575928,0.5434751510620117
29,0.0,0.06769871711730957,0.05474352836608887,0.052132606506347656,0.06373214721679688,0.06119251251220703,0.28914594650268555,0.5729024410247803
